Date,Open,High,Low,Close,Adj Close,Volume
1/15/2016,534.875,544.75,532.799988,536.650024,513.902466,13151450
1/18/2016,537.5,541.974976,504.049988,508.424988,486.87381,12459918
1/19/2016,514.5,524.900024,507.049988,521.799988,499.681915,9824192
1/20/2016,517.450012,517.450012,495,502.274994,480.984528,20624706
1/21/2016,508.774994,512.875,488.350006,492.100006,471.240845,14523544
1/22/2016,497.024994,505.5,497.024994,502.075012,480.79303,10826910
1/25/2016,505,509.375,500,501.975006,480.697266,5988680
1/27/2016,504.049988,505,498.475006,499.674988,478.494751,7886590
1/28/2016,500.5,510.899994,498.549988,508.450012,486.897797,10548946
1/29/2016,509.475006,520,509,517.700012,495.755707,8767154
2/1/2016,519.974976,520.900024,512.775024,515.150024,493.313812,4534546
2/2/2016,515.150024,516.400024,495.25,500.575012,479.356567,6752932
2/3/2016,494,497,487.5,490.700012,469.900208,7173616
2/4/2016,494,500.5,482.850006,486.524994,465.902161,8322158
2/5/2016,489.549988,491,480.700012,485.450012,464.872711,9599764
2/8/2016,485.549988,492.399994,478.975006,480.524994,460.156433,5521706
2/9/2016,476.450012,484.399994,475,478.75,458.456726,8962058
2/10/2016,475.850006,486.5,474.325012,481.325012,460.922607,7718500
2/11/2016,481.424988,482.975006,457.75,462.274994,442.680023,7824326
2/12/2016,466.950012,466.950012,444.049988,453.274994,434.061554,13403870
2/15/2016,459,475.674988,459,473.375,453.309509,8815778
2/16/2016,475.549988,479,463.5,465.274994,445.552887,5954526
2/17/2016,467.549988,478.725006,458.200012,476.299988,456.110535,7059664
2/18/2016,481.475006,484.350006,468,470.049988,450.125458,6598322
2/19/2016,470,476.375,468.674988,472.174988,452.160431,4679328
2/22/2016,472.049988,484.149994,472.049988,481.149994,460.755005,5838396
2/23/2016,481.549988,483.600006,471.375,474.825012,454.69812,8681492
2/24/2016,472.450012,479.274994,471,476.325012,456.134521,6942622
2/25/2016,477.100006,478.274994,470.424988,472.049988,452.04071,11350050
2/26/2016,476.5,479.375,472.149994,475.174988,455.033234,3817066
2/29/2016,475.649994,497.299988,467.5,483.325012,462.837799,14186948
3/1/2016,482.350006,492.524994,482.325012,490.649994,469.852295,7521846
3/2/2016,496.450012,502.875,493.625,500.75,479.52417,9191772
3/3/2016,505,509,498.75,506.424988,484.958618,7260012
3/4/2016,507,507.5,501.75,503.200012,481.870361,4108856
3/8/2016,503.75,515.450012,503.75,513.5,491.733734,6045108
3/9/2016,510,521.950012,509.299988,520.849976,498.772247,5419662
3/10/2016,521.025024,522.950012,504.5,505.875,484.431915,9466248
3/11/2016,507.450012,514.775024,505.299988,507.25,485.748657,7003352
3/14/2016,509.549988,513.200012,506.475006,509.875,488.26236,5431180
3/15/2016,512,513.924988,507.549988,510.25,488.621521,4794664
3/16/2016,510.5,512.900024,502.725006,510.875,489.220001,5058148
3/17/2016,513.5,518.450012,506,508,496.674988,7695480
3/18/2016,509.125,515.075012,507.850006,513.599976,502.150146,6414492
3/21/2016,513.974976,520.75,511.375,518.650024,507.087616,5809704
3/22/2016,518.5,526.125,517.825012,523.924988,512.244995,7009934
3/23/2016,523.450012,523.450012,511.200012,514.599976,503.127899,7683308
3/28/2016,515,515.849976,507.825012,510.200012,498.825989,8261106
3/29/2016,511.899994,521,510.100006,518.125,506.57431,7255802
3/30/2016,521.349976,525.875,521.349976,523.525024,511.853973,6607560
3/31/2016,520.5,528,516.349976,522.599976,510.949524,14095970
4/1/2016,519.549988,523.150024,512.5,517.224976,505.694366,5660230
4/4/2016,520,521.099976,512.650024,517.525024,505.987671,3946520
4/5/2016,515.674988,521.200012,511.100006,513.474976,502.027924,4690296
4/6/2016,516.049988,518.349976,511.299988,516.875,505.352142,3195950
4/7/2016,517.450012,524,511.049988,518.625,507.063141,4018110
4/8/2016,517.950012,527.224976,515.599976,518.174988,506.623169,6131402
4/11/2016,518.5,522.75,516.5,520.150024,508.554169,4712636
4/12/2016,520.150024,528.724976,519.025024,523.700012,512.025024,5104198
4/13/2016,526.275024,534.950012,526.275024,533.025024,521.142151,7332282
4/18/2016,532.900024,533.400024,527.700012,532.375,520.506653,8716204
4/20/2016,534.599976,534.599976,517.900024,518.650024,507.087616,9914994
4/21/2016,520.700012,526,517.5,520.575012,508.969666,5202872
4/22/2016,519.5,523.75,514.650024,519.474976,507.894165,5351172
4/25/2016,522.224976,522.224976,506.149994,508.450012,497.11499,27959172
4/26/2016,507.700012,511.950012,503.75,508.475006,497.139404,12082558
4/27/2016,508.950012,512.974976,508,509.700012,498.337158,6630120
4/28/2016,507,509.600006,495.475006,498.350006,487.240173,28321014
4/29/2016,496.725006,499.274994,489.424988,491.350006,480.39621,10734120
5/2/2016,489.5,496.200012,489,493.475006,482.473846,4855506
5/3/2016,494,497.475006,486.375,487.899994,477.023102,8033248
5/4/2016,487.024994,491.850006,486.5,489.049988,478.147461,6192906
5/5/2016,490,491.725006,485.450012,487.625,476.754272,9904822
5/6/2016,486.5,488.399994,483.5,484.475006,473.674469,6742440
5/9/2016,487.5,493,486.399994,491.549988,480.591766,7016176
5/10/2016,491.549988,492.350006,489,491.274994,480.322815,3313680
5/11/2016,485.899994,490.375,485,487.700012,476.827606,5641398
5/12/2016,488,497.100006,487.524994,496.399994,485.333588,5845428
5/13/2016,494.475006,495.274994,487.5,489.075012,478.171906,6696706
5/16/2016,488.5,491.25,485.549988,487.975006,477.096436,4264144
5/17/2016,490.125,491.549988,483.174988,484.575012,473.772278,5558046
5/18/2016,482.950012,486.25,482.049988,485.274994,474.456635,3761948
5/19/2016,485.850006,485.950012,472.799988,475.600006,464.997314,4176116
5/20/2016,476,477.25,465.674988,467.100006,456.686829,8477976
5/23/2016,468.674988,470.350006,462.825012,465,454.633606,8396196
5/24/2016,464.024994,472,464.024994,470.225006,459.742157,5615474
5/25/2016,474.924988,476.399994,470.575012,475.600006,464.997314,4224270
5/26/2016,475,476.200012,472.049988,473.424988,462.870789,6487202
5/27/2016,474.524994,488.450012,474.375,487.350006,476.485382,6126758
5/30/2016,488.200012,490.75,482.5,484.350006,473.552277,4404182
5/31/2016,484.5,486.5,478.25,478.924988,468.248169,10666938
6/1/2016,478.975006,483.049988,475.899994,476.799988,466.170563,4134068
6/2/2016,477.25,478.575012,472.549988,478.125,467.466034,4687704
6/3/2016,480,481.450012,477.924988,479.825012,469.128143,3951424
6/6/2016,480.5,481.5,476.274994,477.399994,466.757202,3964932
6/7/2016,478.625,480.475006,475.799988,477.524994,466.879395,8665254
6/8/2016,479,479,474.575012,477.049988,466.414978,5547950
6/9/2016,480,488.225006,478.100006,485.575012,474.749939,7151680
6/10/2016,487,492.200012,484.149994,488.350006,477.463104,7459474
6/13/2016,484.950012,491.725006,481.524994,490.549988,479.614014,4669712
6/14/2016,490.475006,492.700012,484.649994,488.125,477.243103,4994016
6/15/2016,490,493.25,486.875,492.299988,481.325012,5087842
6/16/2016,490.5,491.825012,483.524994,488.149994,477.267517,4284658
6/17/2016,488.5,489.325012,485.049988,487.450012,476.58316,4816192
6/20/2016,486.075012,496.299988,484,495.100006,484.062622,4918474
6/21/2016,497.049988,497.075012,489.850006,493.549988,482.54715,6369730
6/22/2016,492.5,492.950012,488.549988,490.25,479.32074,5846568
6/23/2016,489.975006,491,485,490.225006,479.296295,4497386
6/24/2016,482.450012,482.450012,466.700012,475.725006,465.119568,11422346
6/27/2016,470.25,479.200012,470.25,477.825012,467.17276,4189198
6/28/2016,478.200012,480.774994,477.5,478.899994,468.223755,3476740
6/29/2016,481,484.475006,480,483.450012,472.672333,3439714
6/30/2016,486,488.75,483.524994,484.575012,473.772278,5832658
7/1/2016,486.375,488.399994,485,486.725006,475.874329,3021958
7/4/2016,487.75,496.799988,487.75,493.350006,482.351624,3567500
7/5/2016,493.049988,501.450012,490.149994,496.549988,485.480286,5193356
7/7/2016,496.25,500.25,493.075012,493.950012,482.938263,5499296
7/8/2016,493.5,494.5,488.174988,489.200012,478.294128,3264450
7/11/2016,495.5,497.475006,492.75,496.25,485.186981,3779212
7/12/2016,497.625,502.5,495.5,501.700012,490.515472,4465370
7/13/2016,502.600006,508.350006,502.075012,504.375,493.130859,6818772
7/14/2016,504.049988,507.049988,499.125,502.450012,491.248779,4918366
7/15/2016,504.5,510.5,501.75,506.100006,494.817352,6397124
7/18/2016,514,519.375,500.875,503.125,491.908691,14678172
7/19/2016,503,511.475006,497.649994,508.899994,497.554932,7611500
7/20/2016,509.975006,514.150024,508.274994,511.5,500.096954,5607290
7/21/2016,512,512.5,502.5,503.174988,491.957581,3068088
7/22/2016,503,508.899994,502.549988,507.424988,496.112854,3154228
7/25/2016,507,511.875,503.674988,511.375,499.974792,3767768
7/26/2016,511.5,517.400024,507.600006,512.025024,500.610352,4807744
7/27/2016,511.524994,513,504.475006,506.549988,495.257355,5042896
7/28/2016,507.475006,515.25,506.524994,513.174988,501.73465,7136750
7/29/2016,512,512.450012,506,507.450012,496.137299,4402328
8/1/2016,509,510.149994,502.524994,504.75,493.497467,3647388
8/2/2016,504,510,503.149994,506.399994,495.110657,3524816
8/3/2016,507.200012,507.200012,495.75,496.975006,485.895844,5427608
8/4/2016,499.5,500,491.700012,496.5,485.431396,4657432
8/5/2016,499,509.5,498.524994,508.125,496.797241,5535828
8/8/2016,509.950012,517,509.325012,514.625,503.152344,6197506
8/9/2016,513.5,517.25,510.5,515.349976,503.861176,6076092
8/10/2016,515.625,517.275024,501,501.825012,490.637695,6158926
8/11/2016,500.975006,511.424988,499.799988,507.049988,495.746185,6477798
8/12/2016,508.5,521.450012,508.5,517.900024,506.35434,7481722
8/16/2016,518.125,522.400024,507.75,512.450012,501.025818,6111206
8/17/2016,512.049988,514.400024,503.600006,506.649994,495.355103,7079940
8/18/2016,508,511.825012,508,509.024994,497.677185,3542898
8/19/2016,509,511,503.549988,507.450012,496.137299,3738616
8/22/2016,506,509.850006,503.600006,505.924988,494.646271,3055808
8/23/2016,506,507.5,502.5,505.225006,493.961853,3346656
8/24/2016,505.850006,510.975006,505.5,510.25,498.874878,3986306
8/25/2016,510.600006,514.5,504.5,506.350006,495.061829,6839550
8/26/2016,508.950012,515.400024,507.299988,513.950012,502.492371,4406930
8/29/2016,513.625,529.875,513.049988,528.724976,516.937988,7402990
8/30/2016,531,534.25,526.5,533.200012,521.313293,8307044
8/31/2016,532.450012,537,523.5,530,518.184631,10649920
9/1/2016,526.5,536.375,512.849976,514.599976,503.127899,19484908
9/2/2016,515.549988,516.275024,501.149994,506.674988,495.379578,12857628
9/6/2016,509.950012,512.5,507.5,509.950012,498.581543,5262182
9/7/2016,511,513.525024,506.524994,508.825012,497.481628,5909990
9/8/2016,511.524994,517.974976,510.100006,516.700012,505.181091,5580392
9/9/2016,517.5,524.950012,515,522.275024,510.631836,6980882
9/12/2016,515.200012,528,514.575012,523.25,511.584991,15399600
9/14/2016,524,529.5,520.450012,522.375,510.729553,8505508
9/15/2016,523.5,535.099976,523.5,532.5,520.628845,14341770
9/16/2016,533.5,546.924988,529.549988,537.775024,525.786194,17977852
9/19/2016,536.275024,544,535.5,541.200012,529.134827,7624648
9/20/2016,542,542.375,534.525024,537.099976,525.126282,5271708
9/21/2016,537,542.450012,534.5,536.125,524.173035,5002952
9/22/2016,541.5,547.900024,539.5,544.474976,532.336914,8577088
9/23/2016,544.5,554.724976,544.5,551.400024,539.107544,14211450
9/26/2016,551.700012,564.775024,550.125,553.599976,541.258423,17469886
9/27/2016,558.5,562.974976,553.299988,555.25,542.871643,8857386
9/28/2016,553.950012,554,543.150024,545.325012,533.167969,11346976
9/29/2016,547.5,555.375,533.700012,536.224976,524.270752,9719492
9/30/2016,534,547.275024,533.150024,541.849976,529.770386,5120210
10/3/2016,543.5,553.974976,538.125,545.349976,533.192383,8286218
10/4/2016,546.525024,554.150024,546,548.174988,535.954346,5995088
10/5/2016,552,553.25,542.900024,544.700012,532.556885,4932794
10/6/2016,546,563.125,546,555.400024,543.018372,9651260
10/7/2016,557,561.525024,553.25,554.5,542.138428,6985676
10/10/2016,557,561,547,548.174988,535.954346,5281946
10/13/2016,544.5,544.525024,526,528.575012,516.791321,10029334
10/14/2016,531.5,541,530.825012,538.825012,526.812805,6978946
10/17/2016,540,540.400024,529.375,530.325012,518.502319,4492474
10/18/2016,533,541.375,531.025024,540.549988,528.49939,5062266
10/19/2016,542.224976,547.349976,540.700012,543.674988,531.554749,7805312
10/20/2016,546.974976,549,542.025024,543.775024,531.652527,4629042
10/21/2016,548.5,548.5,529.200012,532.099976,520.237671,19936484
10/24/2016,535,537,530.325012,531.650024,519.797791,4806198
10/25/2016,532.5,532.625,527.099976,530.424988,518.600098,3501422
10/26/2016,528.025024,529.724976,526.049988,527.025024,515.27594,5004110
10/27/2016,525.549988,526.950012,521.700012,524.349976,512.660522,5871148
10/28/2016,525,529,521.900024,527.474976,515.715881,3715834
11/1/2016,525.650024,527.974976,523.700012,525.5,513.784851,4674022
11/2/2016,520.5,521.424988,510.5,511.875,500.463623,3218450
11/3/2016,511.924988,517.375,510.299988,511.975006,500.561371,3342742
11/4/2016,510.125,513.450012,500,502.774994,491.566498,5273822
11/7/2016,507,508.274994,499.524994,500.575012,489.415527,4345842
11/8/2016,502.850006,502.850006,499.149994,501.75,490.564331,6140692
11/9/2016,475,504.5,465,502.299988,491.102081,9893146
11/10/2016,509.299988,514.474976,503.5,505.200012,493.937439,4463814
11/11/2016,498.924988,508.75,497.549988,500.875,489.708862,6754784
11/15/2016,498.25,500,489.774994,492.700012,481.716156,6623184
11/16/2016,497.5,498.399994,490.350006,493.274994,482.27829,7566452
11/17/2016,493,499.075012,487.200012,488.875,477.976379,5773270
11/18/2016,492.5,496.350006,491,493.75,482.742706,8303856
11/21/2016,493.774994,496.774994,491.600006,495.75,484.69812,6049424
11/22/2016,498.850006,503.899994,496.649994,500.725006,489.562225,8067320
11/23/2016,502.5,505.25,499.774994,504.5,493.253021,5992496
11/24/2016,502.774994,502.774994,491.100006,493.674988,482.669342,8646750
11/25/2016,495,497.950012,492.174988,496.850006,485.77359,4779658
11/28/2016,496.5,500.299988,492.049988,493.325012,482.327179,3800322
11/29/2016,494.5,502.149994,494.024994,498.850006,487.729004,4519218
11/30/2016,499.975006,499.975006,493.325012,495.024994,483.989288,12616008
12/1/2016,500,507.5,497.5,498.875,487.753448,5773026
12/2/2016,497.950012,502.5,495.899994,497.375,486.286896,5706090
12/5/2016,497.5,499.850006,493.25,496.924988,485.846893,1822820
12/6/2016,498,503.274994,497.299988,502.600006,491.395386,3075070
12/7/2016,502,503.799988,498.174988,499.575012,488.437866,2254226
12/8/2016,502.524994,510.899994,502.174988,510.024994,498.654877,4000460
12/9/2016,511,515.924988,510.149994,514.474976,503.005615,3766666
12/12/2016,510.25,520.849976,510.25,513.599976,502.150146,4125400
12/13/2016,514,520.5,513.775024,519.900024,508.309723,4738906
12/14/2016,519.900024,532.224976,519.099976,529.75,517.940125,11035658
12/15/2016,526.200012,533.799988,524.325012,526.474976,514.738159,8837934
12/16/2016,526,531,526,528.575012,516.791321,6831074
12/19/2016,527.5,533.474976,527.174988,531.275024,519.431213,6861900
12/20/2016,527.349976,530.5,526.575012,528.950012,517.157959,5343438
12/21/2016,530.049988,533.650024,528.599976,531.625,519.773315,9311516
12/22/2016,529,531.325012,525.474976,526.674988,514.933716,13208832
12/23/2016,526,534.474976,526,528.650024,516.864685,4692828
12/26/2016,527.174988,533,522.325012,523.724976,512.049377,7004598
12/27/2016,523.924988,533.549988,523.5,532.349976,520.482178,7974284
12/28/2016,533.950012,534.775024,523.549988,524.849976,513.149353,4405854
12/29/2016,525,534.400024,524.75,532.724976,520.848816,4010412
12/30/2016,532.400024,542.5,531.549988,541.200012,529.134827,7182986
1/2/2017,542,545,536.174988,542.549988,530.454773,3244916
1/3/2017,544.924988,548.5,540.549988,544.700012,532.556885,2941502
1/4/2017,546.450012,546.5,532.150024,533.575012,521.679932,4751094
1/5/2017,535.5,539.950012,534.375,538.700012,526.690674,3992966
1/6/2017,537.099976,542.5,536.549988,537.474976,525.49292,3586854
1/9/2017,538.5,543,535.5,538.849976,526.837219,2390514
1/10/2017,540,547.200012,540,544.924988,532.776794,5188800
1/11/2017,547.5,547.849976,542,543.025024,530.919189,5246422
1/12/2017,543.5,545.174988,539.900024,541.650024,529.57489,1998728
1/13/2017,542.275024,548.75,542.275024,545.200012,533.045715,3307338
1/16/2017,544.974976,546.974976,536.974976,538.125,526.128418,5492010
1/17/2017,532.5,534,519.25,520.625,509.018524,17936580
1/18/2017,521.299988,524,514.375,516.275024,504.765564,7254142
1/19/2017,517.575012,522.650024,515.5,516.849976,505.327698,6987456
1/20/2017,516.974976,518.724976,511.950012,512.900024,501.46582,4016164
1/23/2017,510.899994,515.5,506.399994,507.950012,496.626129,6267066
1/24/2017,508.5,514.400024,508.5,513.650024,502.199097,4306182
1/25/2017,516,516.349976,508.075012,508.649994,497.310516,10906460
1/27/2017,510.125,514.450012,509.5,512.549988,501.123596,9994478
1/30/2017,512.474976,523.224976,512.400024,522.400024,510.754059,7167512
1/31/2017,523.424988,526.900024,520.150024,522.599976,510.949524,6914730
2/1/2017,523.049988,525.450012,517.599976,524.825012,513.124939,5171596
2/2/2017,525,525.400024,519.125,521.75,510.118469,4159816
2/3/2017,523,525.224976,515.049988,516.825012,505.303284,6043502
2/6/2017,518.5,522.450012,516.025024,520.825012,509.214142,4567964
2/7/2017,521,521.174988,513.599976,515.450012,503.958954,4528490
2/8/2017,515.450012,519.125,511,512.575012,501.148041,7420188
2/9/2017,514,517,513.400024,516.375,504.863312,4508432
2/10/2017,517.5,517.775024,512.775024,515.075012,503.592346,5723062
2/13/2017,516.5,517,511,514.924988,503.445648,3915976
2/14/2017,517.5,526.450012,514.950012,524.900024,513.198303,8340828
2/15/2017,526.450012,528.75,522.625,525.650024,513.93158,6965690
2/16/2017,526.275024,534.724976,526.275024,533.75,521.850952,8985694
2/17/2017,533.25,539.099976,529.224976,537.75,525.76178,6787712
2/20/2017,535.275024,539.424988,533.25,537.700012,525.712891,5326254
2/21/2017,537.599976,545.474976,536.525024,544.099976,531.970215,6485580
2/22/2017,546.5,605.825012,546,603.75,590.290466,58207852
2/23/2017,606.799988,611,589.674988,591.375,578.191284,28458468
2/27/2017,595.25,628.400024,595.174988,619.450012,605.640442,38137822
2/28/2017,616,624,614.25,619.025024,605.224976,16509062
3/1/2017,620.049988,622.200012,615,617.25,603.489441,11148306
3/2/2017,618.950012,627.349976,613.525024,618.375,604.589355,8258066
3/3/2017,620.775024,643.900024,620.775024,629.275024,615.246399,38541702
3/6/2017,634.5,656,632.625,652.674988,638.124695,30504308
3/7/2017,659.424988,663.5,648.075012,652.474976,637.929199,19233700
3/8/2017,653.849976,653.849976,643.049988,645.599976,631.207458,19812206
3/9/2017,645,649,640.75,643.375,629.032043,14215340
3/10/2017,645.125,648,630.599976,640.825012,626.53894,11331136
3/14/2017,659.375,659.5,642.625,644.75,630.376465,12693240
3/15/2017,645.525024,658.150024,645.200012,652.474976,637.929199,11021316
3/16/2017,655,655.200012,646.799988,648.825012,634.360596,7279928
3/17/2017,654,659.974976,649.025024,650.349976,635.851624,10390152
3/20/2017,653,653.125,639.174988,640.400024,626.123352,5883428
3/21/2017,641.099976,641.950012,629.650024,631.900024,617.812927,10330214
3/22/2017,626,632.950012,623.275024,629.849976,615.808533,9276676
3/23/2017,631.575012,638.775024,629,636.650024,622.45697,5398180
3/24/2017,637.049988,646,634.224976,643.375,629.032043,7443822
3/27/2017,635.549988,639.375,623.599976,625.549988,611.604431,14836244
3/28/2017,629,632,621.049988,622.875,608.989136,9923868
3/29/2017,625.849976,630,616.674988,628.325012,614.317627,8651574
3/30/2017,627.5,637.375,626.5,635.325012,621.16156,12737718
3/31/2017,633,668.825012,633,660.450012,645.72644,20751038
4/3/2017,671,690.25,668.525024,687.325012,672.002258,20520654
4/5/2017,697.599976,709,690.049988,707.5,691.727478,18434720
4/6/2017,704.5,724.450012,701.099976,719.25,703.215576,23142150
4/7/2017,710.650024,717,701.275024,703.299988,687.621033,14572302
4/10/2017,705,712.450012,688.650024,690.674988,675.277588,14066282
4/11/2017,693.924988,700.224976,685.049988,686.174988,670.877869,14743454
4/12/2017,691.400024,693.224976,675.575012,677,661.907471,12548430
4/13/2017,677,686.700012,673.674988,682.400024,667.187012,5812376
4/17/2017,682.5,697.775024,682.5,695.924988,680.410461,5411708
4/18/2017,699.974976,705,683.5,685.099976,669.826904,7322166
4/19/2017,684.5,691.275024,678.775024,684.400024,669.142517,5290584
4/20/2017,689.5,693.400024,682.049988,684.775024,669.509155,3837224
4/21/2017,690.25,710.5,689.275024,701.25,685.616882,13820554
4/24/2017,704.525024,717.5,700.099976,708.700012,692.900757,11663462
4/25/2017,730,733.875,713.049988,716.400024,700.429077,16807408
4/26/2017,717.5,720.025024,701.299988,708.224976,692.43634,7663550
4/27/2017,708.5,712.075012,701.099976,704.75,689.038818,5747310
4/28/2017,704.875,710.150024,695.5,697.599976,682.048157,5416808
5/2/2017,701,701,683.150024,685.275024,669.997986,8499368
5/3/2017,688.450012,690.375,682.5,685.049988,669.778015,4343098
5/4/2017,687.5,689.799988,677.025024,678.974976,663.83844,6567622
5/5/2017,680.799988,683.674988,662.5,664.125,649.319458,7131086
5/8/2017,665,669.75,659.174988,660.700012,645.970886,7345170
5/9/2017,662,666.825012,660.125,665.174988,650.346069,9649022
5/10/2017,667.400024,681.799988,665.325012,679.549988,664.400574,10471864
5/11/2017,682.049988,684.875,675.825012,679.775024,664.620544,6301512
5/12/2017,680.025024,682,672.025024,675.224976,660.171997,3439458
5/15/2017,678.200012,678.200012,666.75,672.049988,657.06781,3080426
5/16/2017,673.025024,688.450012,670.5,678.150024,663.03186,5785894
5/17/2017,676.5,682.974976,673.875,676.549988,661.467468,4500608
5/18/2017,670.125,675,662.049988,663.674988,648.879517,4475832
5/19/2017,666.5,667.849976,655,659.424988,644.724243,5857766
5/22/2017,663.25,666.799988,657.599976,662.075012,647.315186,4023718
5/23/2017,662.849976,664.924988,651,652.775024,638.222473,4216446
5/24/2017,653.75,656.849976,647.549988,648.849976,634.384949,6549608
5/25/2017,650,656.200012,648.224976,651.224976,636.707031,11850670
5/26/2017,651.974976,672.200012,650,668.650024,653.743652,9797278
5/29/2017,668.5,682.724976,667.799988,678.450012,663.325073,10982340
5/30/2017,677.950012,682.349976,674.25,679.674988,664.522766,4415454
5/31/2017,683.5,683.974976,667.900024,670.349976,655.405762,7508198
6/1/2017,666.349976,670,661.5,664.125,649.319458,4358656
6/2/2017,667.5,669.349976,658.5,662.375,647.608521,5255130
6/5/2017,663.125,670.5,657.924988,664.674988,649.857239,4953412
6/6/2017,666.974976,666.974976,655.5,656.400024,641.766785,4384712
6/7/2017,655.599976,671,654.5,669.5,654.574707,5119908
6/8/2017,670,672.400024,664.025024,665.849976,651.005981,3613042
6/9/2017,672.549988,676.474976,665.5,667.849976,652.961426,6325604
6/12/2017,663.275024,664.875,658.5,659.724976,645.017517,3855026
6/13/2017,660.299988,663.5,655.5,657.174988,642.524414,2754582
6/14/2017,657.950012,680,657.950012,678.75,663.618469,24202054
6/15/2017,680,697.5,679.549988,691.974976,676.548584,12933608
6/16/2017,694.549988,697.900024,684.650024,694.400024,678.919556,14954314
6/19/2017,695.099976,707.900024,695.099976,704.625,688.916565,6965824
6/20/2017,704.5,711.049988,703.724976,706.174988,690.432007,4636798
6/21/2017,703.900024,714,702.125,711,695.149475,9139886
6/22/2017,714.724976,722.700012,713.849976,716.325012,700.355774,10111884
6/23/2017,718,721,715.299988,717.924988,701.920105,14237664
6/27/2017,716,721.5,712.5,718.575012,702.555603,14899756
6/28/2017,719.974976,719.974976,697.775024,699.25,683.661499,7117076
6/29/2017,700,705,695.049988,696.349976,680.825989,5896644
6/30/2017,696,696.200012,687.525024,690,674.617676,3572422
7/3/2017,694.099976,697.349976,685.5,690.525024,675.13092,4203772
7/4/2017,695,713.549988,694.5,710.974976,695.125,8602400
7/5/2017,714.724976,723.724976,712,721.325012,705.244385,12439044
7/6/2017,724.349976,725,719,721.275024,705.195435,6213034
7/7/2017,721.5,748.875,720,745.575012,728.953674,16387270
7/10/2017,747.549988,750.450012,744.549988,746.424988,729.784729,1602158
7/11/2017,750.5,752.200012,743.5,747.174988,730.518005,9598458
7/12/2017,749.700012,762.5,748.75,755.549988,738.706299,7819594
7/13/2017,754.375,762.5,753.075012,761.049988,749.488342,10519518
7/14/2017,760,768,757.775024,766.875,755.224792,9386022
7/17/2017,768.5,779.799988,768.5,775.875,764.088074,8571618
7/18/2017,773.400024,775.900024,755.5,759.950012,748.405029,8978824
7/19/2017,756.299988,769,756.299988,766.474976,754.830872,5390082
7/20/2017,769.875,775,761.849976,764.450012,752.83667,6229372
7/21/2017,775,795.849976,772.474976,792.5,780.460571,44410224
7/24/2017,800,812.450012,792.5,807.625,795.355774,19854458
7/25/2017,812.349976,812.474976,798.799988,801.075012,788.905334,9172158
7/26/2017,802.099976,814.950012,800.549988,811.375,799.048828,10036778
